Player,Salary,Season
Courtney Alexander,2168193,2003-04
Bimbo Coles,2120000,2003-04
DeSagana Diop,2118840,2003-04
Nenê,2102840,2003-04
Troy Hudson,2100000,2003-04
Chris Wilcox,2066760,2003-04
TJ Ford,2002680,2003-04
Hidayet Turkoglu,1995611,2003-04
Rodney White,1947600,2003-04
Marko Jaric,1925000,2003-04
Amare Stoudemire,1899720,2003-04
Desmond Mason,1898312,2003-04
Joe Johnson,1850160,2003-04
Mike Sweetney,1840800,2003-04
Quentin Richardson,1805735,2003-04
Caron Butler,1804680,2003-04
Nate Huffman,1760000,2003-04
Kedrick Brown,1757640,2003-04
Jarvis Hayes,1748760,2003-04
Jamaal Magloire,1726771,2003-04
Jared Jeffries,1714440,2003-04
Samaki Walker,1700000,2003-04
Corie Blount,1680000,2003-04
Vladimir Radmanovic,1669800,2003-04
Morris Peterson,1646079,2003-04
Melvin Ely,1628760,2003-04
DeShawn Stevenson,1616087,2003-04
Cezary Trybanski,1600000,2003-04
Jerome Moiso,1600000,2003-04
Dalibor Bagaric,1599076,2003-04
Richard Jefferson,1586280,2003-04
Iakovos Tsakalidis,1580702,2003-04
Nick Collison,1578240,2003-04
Marcus Haislip,1547280,2003-04
Stanislav Medvedenko,1540000,2003-04
Michael Doleac,1540000,2003-04
Gordan Giricek,1540000,2003-04
Mickael Pietrus,1527946,2003-04
Malik Allen,1510000,2003-04
Troy Murphy,1506960,2003-04
Fred Jones,1506000,2003-04
Jumaine Jones,1500000,2003-04
Mark Jackson,1500000,2003-04
Karl Malone,1500000,2003-04
Brian Skinner,1500000,2003-04
Erick Strickland,1500000,2003-04
Tyronn Lue,1500000,2003-04
Jake Voskuhl,1500000,2003-04
Marcus Banks,1499400,2003-04
Manu Ginobili,1457500,2003-04
Steven Hunter,1431600,2003-04
Luke Ridnour,1424400,2003-04
Bostjan Nachbar,1396440,2003-04
Kirk Haston,1360080,2003-04
Reece Gaines,1353120,2003-04
Earl Watson,1336500,2003-04
Jiri Welsch,1326600,2003-04
Bryce Drew,1300000,2003-04
Michael Bradley,1292040,2003-04
Troy Bell,1285440,2003-04
Juan Dixon,1260360,2003-04
Ryan Bowen,1250000,2003-04
Jarron Collins,1250000,2003-04
Jason Collins,1227480,2003-04
Zarko Cabarkapa,1221240,2003-04
Walter McCarty,1200000,2003-04
Voshon Lenard,1200000,2003-04
Daniel Santiago,1200000,2003-04
Curtis Borchardt,1187240,2003-04
Zach Randolph,1172160,2003-04
Chris Childs,1166667,2003-04
David West,1160160,2003-04
Ryan Humphrey,1143360,2003-04
Jeryl Sasser,1125729,2003-04
Brendan Haywood,1125360,2003-04
Aleksandar Pavlovic,1107960,2003-04
Mehmet Okur,1100000,2003-04
Kareem Rush,1097640,2003-04
Joseph Forte,1080360,2003-04
Kendall Gill,1070000,2003-04
Calbert Cheaney,1070000,2003-04
Popeye Jones,1070000,2003-04
Kenny Anderson,1070000,2003-04
Olden Polynice,1070000,2003-04
Bryon Russell,1070000,2003-04
Horace Grant,1070000,2003-04
Sean Rooks,1070000,2003-04
Steve Smith,1070000,2003-04
Scott Williams,1070000,2003-04
Anthony Peeler,1070000,2003-04
Tony Massenburg,1070000,2003-04
Kevin Willis,1070000,2003-04
Chris Whitney,1070000,2003-04
Dahntay Jones,1063680,2003-04
Qyntel Woods,1053720,2003-04
Boris Diaw,1021080,2003-04
Casey Jacobsen,1011600,2003-04
Dion Glover,1000000,2003-04
Stephen Jackson,1000000,2003-04
Monty Williams,1000000,2003-04
Brandon Armstrong,995650,2003-04
Zoran Planinic,980280,2003-04
Tayshaun Prince,971160,2003-04
Efthimios Rentzias,971160,2003-04
Robert Pack,965610,2003-04
Andrei Kirilenko,955800,2003-04
Mark Blount,944922,2003-04
Travis Outlaw,941040,2003-04
Travis Best,938679,2003-04
Fred Hoiberg,938679,2003-04
Gary Trent,938679,2003-04
Gerald Wallace,917520,2003-04
Brian Cook,903360,2003-04
Frank Williams,894960,2003-04
Rod Strickland,887317,2003-04
Samuel Dalembert,887160,2003-04
Mitchell Butler,876179,2003-04
John Salmons,865320,2003-04
Jamaal Tinsley,861600,2003-04
Primoz Brezec,861600,2003-04
Tony Parker,856200,2003-04
Chris Jefferies,840360,2003-04
Ndudi Ebi,838560,2003-04
Dan Dickau,835200,2003-04
Maciej Lampe,829000,2003-04
Robert Traylor,825000,2003-04
Kendrick Perkins,814320,2003-04
Jacque Vaughn,813679,2003-04
Rick Brunson,813679,2003-04
Darvin Ham,813679,2003-04
Anthony Johnson,813679,2003-04
John Wallace,813679,2003-04
Leandro Barbosa,809280,2003-04
Brian Scalabrine,800000,2003-04
Carlos Arroyo,800000,2003-04
Josh Howard,773400,2003-04
Mark Pope,751179,2003-04
Adrian Griffin,751179,2003-04
Damon Jones,751179,2003-04
Shammond Williams,751179,2003-04
Vladimir Stepania,751179,2003-04
Anthony Carter,751179,2003-04
Bruno Sundov,751159,2003-04
Eddie House,750000,2003-04
Reggie Evans,700000,2003-04
Doug Overton,695844,2003-04
Obinna Ekezie,688679,2003-04
Scott Padgett,688679,2003-04
Rafer Alston,688679,2003-04
Ansu Sesay,688679,2003-04
Amal McCaskill,688679,2003-04
Milt Palacio,688679,2003-04
Raja Bell,688679,2003-04
Oliver Miller,686838,2003-04
Brian Cardinal,663679,2003-04
Pepe Sanchez,663679,2003-04
Mark Madsen,663679,2003-04
Donnell Harvey,663679,2003-04
Ruben Boumtje-Boumtje,663679,2003-04
Michael Ruffin,663679,2003-04
Mike James,638679,2003-04
Chris Andersen,638679,2003-04
Jeff Trepagnier,638679,2003-04
Tremaine Fowlkes,638679,2003-04
Mike Wilks,638679,2003-04
Jamison Brewer,638679,2003-04
Bobby Simmons,638679,2003-04
Loren Woods,638679,2003-04
Trenton Hassell,638679,2003-04
Jabari Smith Sr,638679,2003-04
Jason Hart,638679,2003-04
Lonny Baxter,636679,2003-04
Mengke Bateer,636679,2003-04
Raul Lopez,621520,2003-04
Dan Langhi,603786,2003-04
Sean Marks,596295,2003-04
Alton Ford,586082,2003-04
Tamar Slay,563679,2003-04
Carlos Boozer,563679,2003-04
JR Bremer,563679,2003-04
Jamal Sampson,563679,2003-04
Jannero Pargo,563679,2003-04
Rasual Butler,563679,2003-04
Dan Gadzuric,563679,2003-04
Ronald Murray,563679,2003-04
Robert Archibald,563679,2003-04
Sam Clancy,563679,2003-04
Devin Brown,563679,2003-04
Roger Mason,563679,2003-04
Mikki Moore,513000,2003-04
Zendon Hamilton,485619,2003-04
Muggsy Bogues,437420,2003-04
Travis Hansen,366931,2003-04
Brandon Hunter,366931,2003-04
Linton Johnson,366931,2003-04
Jason Kapono,366931,2003-04
Jon Stefansson,366931,2003-04
Marquis Daniels,366931,2003-04
Francisco Elson,366931,2003-04
James Jones,366931,2003-04
Josh Moore,366931,2003-04
Luke Walton,366931,2003-04
Theron Smith,366931,2003-04
Jerome Beasley,366931,2003-04
Udonis Haslem,366931,2003-04
Keith McLeod,366931,2003-04
Richie Frahm,366931,2003-04
Keith Bogans,366931,2003-04
Zaza Pachulia,366931,2003-04
Kyle Korver,366931,2003-04
Willie Green,366931,2003-04
Darius Songaila,366931,2003-04
Alex Garcia,366931,2003-04
Ben Handlogten,366931,2003-04
Maurice Williams,366931,2003-04
Steve Blake,366931,2003-04
Paul Grant,350581,2003-04
Matt Carroll,349032,2003-04
Kaniel Dickens,264011,2003-04
Cherokee Parks,228946,2003-04
Tyrone Hill,221829,2003-04
Damone Brown,202508,2003-04
Quincy Lewis,202341,2003-04
Ben Davis,176369,2003-04
Rodney Buford,145686,2003-04
Tracy Murray,143537,2003-04
Slavko Vranes,129768,2003-04
Sean Lampley,89364,2003-04
Shane Heal,75615,2003-04
Torraye Braggs,53697,2003-04
Britton Johnsen,44748,2003-04
Jelani McCoy,36643,2003-04
Derrick Dial,32375,2003-04
Kevin Garnett,25200000,2002-03
Shaquille O'Neal,23571429,2002-03
Alonzo Mourning,20629800,2002-03
Juwan Howard,20625000,2002-03
Scottie Pippen,19727524,2002-03
Karl Malone,19250000,2002-03
Rasheed Wallace,16200000,2002-03
Dikembe Mutombo,16105264,2002-03
Allan Houston,14343750,2002-03
Chris Webber,14343750,2002-03
Shawn Kemp,13651028,2002-03
Bryant Reeves,12999998,2002-03
Gary Payton,12636117,2002-03
Antonio McDyess,12600000,2002-03
Shareef Abdur-Rahim,12375000,2002-03
Antoine Walker,12375000,2002-03
Vin Baker,12375000,2002-03
Zydrunas Ilgauskas,12375000,2002-03
Kobe Bryant,12375000,2002-03
Ray Allen,12375000,2002-03
Latrell Sprewell,12375000,2002-03
Allen Iverson,12375000,2002-03
Anfernee Hardaway,12375000,2002-03
Stephon Marbury,12375000,2002-03
Damon Stoudamire,12375000,2002-03
Jalen Rose,12072500,2002-03
Grant Hill,12072500,2002-03
Tracy McGrady,12072500,2002-03
Keith Van Horn,12072500,2002-03
Tim Duncan,12072500,2002-03
Reggie Miller,12046473,2002-03
Antonio Davis,12000000,2002-03
Michael Finley,11953125,2002-03
Vlade Divac,11248076,2002-03
Eddie Jones,11212500,2002-03
Nick Van Exel,11061234,2002-03
Brian Grant,11027862,2002-03
Tom Gugliotta,10892000,2002-03
Tim Thomas,10750000,2002-03
David Robinson,10500000,2002-03
Terrell Brandon,10175000,2002-03
Paul Pierce,10067750,2002-03
Dirk Nowitzki,10067750,2002-03
Antawn Jamison,10067750,2002-03
Vince Carter,10067750,2002-03
Steve Smith,9900000,2002-03
Glenn Robinson,9860000,2002-03
Larry Johnson,9610714,2002-03
Derrick Coleman,9380000,2002-03
Theo Ratliff,9375000,2002-03
Jason Kidd,9265000,2002-03
Glen Rice,9200000,2002-03
Kenny Anderson,9185000,2002-03
Kerry Kittles,8966667,2002-03
Matt Geiger,8768480,2002-03
Mike Bibby,8500000,2002-03
Clifford Robinson,8421875,2002-03
Dale Davis,8055000,2002-03
Toni Kukoc,8050000,2002-03
Elden Campbell,8050000,2002-03
John Stockton,7875000,2002-03
Greg Ostertag,7799996,2002-03
Jamal Mashburn,7750000,2002-03
Raef LaFrentz,7270000,2002-03
Maurice Taylor,7150000,2002-03
Derek Anderson,7144500,2002-03
Alan Henderson,7091250,2002-03
PJ Brown,7044800,2002-03
Wesley Person,7000000,2002-03
Austin Croshere,6960000,2002-03
Jermaine O'Neal,6900000,2002-03
Luc Longley,6900000,2002-03
Erick Dampier,6858500,2002-03
Arvydas Sabonis,6850000,2002-03
Marcus Camby,6750000,2002-03
Ron Mercer,6750000,2002-03
Kelvin Cato,6696000,2002-03
Tyrone Hill,6600000,2002-03
Bo Outlaw,6585000,2002-03
Jerry Stackhouse,6375000,2002-03
Bonzi Wells,6300000,2002-03
Doug Christie,6250000,2002-03
Rashard Lewis,6233766,2002-03
Nick Anderson,6101906,2002-03
Shandon Anderson,6100000,2002-03
Michael Olowokandi,6061213,2002-03
Lorenzen Wright,6050000,2002-03
Chris Mills,6000000,2002-03
Steve Nash,5750000,2002-03
Hakeem Olajuwon,5694231,2002-03
Eddie Robinson,5687000,2002-03
Bob Sura,5639999,2002-03
Tariq Abdul-Wahad,5625000,2002-03
Predrag Stojakovic,5625000,2002-03
Charlie Ward,5570000,2002-03
Jason Williams,5500000,2002-03
Michael Dickerson,5500000,2002-03
Loy Vaught,5364964,2002-03
Alvin Williams,5350000,2002-03
Howard Eisley,5312500,2002-03
Robert Horry,5300000,2002-03
Jason Caffey,5250000,2002-03
Jerome Williams,5250000,2002-03
Vitaly Potapenko,5238750,2002-03
Ben Wallace,5200000,2002-03
Donyell Marshall,5186542,2002-03
Christian Laettner,5062500,2002-03
Al Harrington,5060000,2002-03
Brent Barry,5040000,2002-03
Danny Fortson,5039068,2002-03
Eric Williams,5004000,2002-03
Brevin Knight,5000000,2002-03
Calvin Booth,4992900,2002-03
Avery Johnson,4991800,2002-03
Joe Smith,4991800,2002-03
Clarence Weatherspoon,4991800,2002-03
Todd MacCulloch,4991800,2002-03
Ruben Patterson,4991800,2002-03
Cuttino Mobley,4903750,2002-03
Kurt Thomas,4903750,2002-03
Jahidi White,4903750,2002-03
Elton Brand,4895656,2002-03
Sam Cassell,4850000,2002-03
Scot Pollard,4826874,2002-03
Brad Miller,4800000,2002-03
Nazr Mohammed,4750000,2002-03
Ricky Davis,4546000,2002-03
Chauncey Billups,4546000,2002-03
Devean George,4546000,2002-03
Jerome James,4546000,2002-03
Keon Clark,4546000,2002-03
Danny Ferry,4546000,2002-03
Larry Hughes,4546000,2002-03
Mark Jackson,4530000,2002-03
Corliss Williamson,4500000,2002-03
Aaron McKie,4500000,2002-03
Jim McIlvaine,4400000,2002-03
Adonal Foyle,4400000,2002-03
Steve Francis,4383581,2002-03
Anthony Mason,4370819,2002-03
Malik Rose,4370000,2002-03
Rick Fox,4340231,2002-03
Derek Strong,4212000,2002-03
Michael Stewart,4160000,2002-03
Eric Snow,4125000,2002-03
Lamond Murray,4125000,2002-03
Kenyon Martin,4067160,2002-03
Brent Price,4048000,2002-03
Darrell Armstrong,4010000,2002-03
Tony Battie,4000000,2002-03
Shawn Bradley,4000000,2002-03
Travis Knight,4000000,2002-03
Matt Harpring,4000000,2002-03
Ervin Johnson,3998679,2002-03
Kwame Brown,3974760,2002-03
Baron Davis,3942922,2002-03
Lindsey Hunter,3870912,2002-03
Yao Ming,3858240,2002-03
Zeljko Rebraca,3850000,2002-03
Tracy Murray,3740000,2002-03
Anthony Carter,3656250,2002-03
Stromile Swift,3639000,2002-03
Chucky Atkins,3600000,2002-03
David Wesley,3600000,2002-03
Marc Jackson,3575000,2002-03
Lamar Odom,3557585,2002-03
Tyson Chandler,3556200,2002-03
Bruce Bowen,3550000,2002-03
Jay Williams,3451920,2002-03
Jud Buechler,3450000,2002-03
Antonio Daniels,3375000,2002-03
Anthony Peeler,3350812,2002-03
Lawrence Funderburke,3300000,2002-03
Darius Miles,3267960,2002-03
Andrew DeClercq,3262500,2002-03
Jonathan Bender,3226745,2002-03
Pau Gasol,3193680,2002-03
Jon Barry,3175000,2002-03
Moochie Norris,3150000,2002-03
Evan Eschmeyer,3103800,2002-03
Mike Dunleavy,3100080,2002-03
LaPhonso Ellis,3100000,2002-03
Eduardo Najera,3047620,2002-03
Chris Whitney,3000000,2002-03
Eric Piatkowski,3000000,2002-03
Derek Fisher,3000000,2002-03
Michael Redd,3000000,2002-03
Jeff McInnis,3000000,2002-03
Marcus Fizer,2946240,2002-03
Matt Maloney,2945716,2002-03
Wally Szczerbiak,2933187,2002-03
Eddy Curry,2879280,2002-03
Rodney Rogers,2796000,2002-03
Drew Gooden,2794920,2002-03
Chris Crawford,2750000,2002-03
Eric Montross,2720000,2002-03
Tony Delk,2700000,2002-03
Aaron Williams,2700000,2002-03
Othella Harrington,2700000,2002-03
Randy Brown,2700000,2002-03
Bobby Jackson,2700000,2002-03
Hubert Davis,2687500,2002-03
Richard Hamilton,2681783,2002-03
Mike Miller,2668080,2002-03
Horace Grant,2661538,2002-03
Lucious Harris,2640000,2002-03
Sean Rooks,2640000,2002-03
Steve Kerr,2625000,2002-03
Jason Richardson,2607360,2002-03
Jamie Feick,2600000,2002-03
Michael Curry,2600000,2002-03
George Lynch,2600000,2002-03
George McCloud,2599900,2002-03
Tony Massenburg,2541098,2002-03
Nikoloz Tskitishvili,2530920,2002-03
Andre Miller,2460709,2002-03
Mikki Moore,2459142,2002-03
Radoslav Nesterovic,2436813,2002-03
DerMarr Johnson,2423280,2002-03
Bimbo Coles,2400000,2002-03
Stacey Augmon,2400000,2002-03
Greg Buckner,2400000,2002-03
John Amaechi,2392500,2002-03
Shane Battier,2368200,2002-03
Pat Garrity,2350000,2002-03
Dajuan Wagner,2298840,2002-03
Shawn Marion,2265375,2002-03
Chris Mihm,2212200,2002-03
Eddie Griffin,2161920,2002-03
Jason Terry,2153934,2002-03
Cory Alexander,2149259,2002-03
Corey Maggette,2069764,2002-03
Lorenzo Williams,2068000,2002-03
Jamal Crawford,2026680,2002-03
Shammond Williams,2000000,2002-03
Bryant Stith,2000000,2002-03
Troy Hudson,2000000,2002-03
DeSagana Diop,1980600,2002-03
Nenê,1945520,2002-03
Chris Wilcox,1922520,2002-03
Metta World Peace,1904860,2002-03
Wang Zhizhi,1900000,2002-03
Tyronn Lue,1870000,2002-03
Joel Przybilla,1862880,2002-03
Patrick Ewing,1850000,2002-03
Rodney White,1820520,2002-03
Keyon Dooling,1769760,2002-03
Amare Stoudemire,1767120,2002-03
Chris Childs,1750000,2002-03
Marko Jaric,1750000,2002-03
Joe Johnson,1729560,2002-03
James Posey,1723606,2002-03
Jerome Moiso,1681200,2002-03
Caron Butler,1678800,2002-03
Muggsy Bogues,1659120,2002-03
Kedrick Brown,1643040,2002-03
Etan Thomas,1597200,2002-03
Jared Jeffries,1594920,2002-03
Dion Glover,1584312,2002-03
Jeff Foster,1571335,2002-03
Vladimir Radmanovic,1560840,2002-03
Kenny Thomas,1557684,2002-03
Samaki Walker,1540000,2002-03
Courtney Alexander,1517280,2002-03
Greg Anthony,1500000,2002-03
Cezary Trybanski,1500000,2002-03
Melvin Ely,1490120,2002-03
Richard Jefferson,1482840,2002-03
Mateen Cleaves,1441440,2002-03
Marcus Haislip,1439400,2002-03
Matt Bullard,1430000,2002-03
Jumaine Jones,1419026,2002-03
Troy Murphy,1408680,2002-03
Corie Blount,1400000,2002-03
Fred Hoiberg,1400000,2002-03
Stanislav Medvedenko,1400000,2002-03
Gordan Giricek,1400000,2002-03
Travis Best,1400000,2002-03
Michael Doleac,1400000,2002-03
Bryon Russell,1400000,2002-03
Jason Collier,1369440,2002-03
Fred Jones,1367400,2002-03
Vladimir Stepania,1350000,2002-03
Steven Hunter,1338240,2002-03
Manu Ginobili,1325000,2002-03
Hidayet Turkoglu,1300920,2002-03
Bryce Drew,1300000,2002-03
Kirk Haston,1271400,2002-03
Earl Boykins,1243605,2002-03
Desmond Mason,1235880,2002-03
Jiri Welsch,1234080,2002-03
Bostjan Nachbar,1224000,2002-03
Earl Watson,1215000,2002-03
Michael Bradley,1207800,2002-03
Quentin Richardson,1174080,2002-03
Juan Dixon,1172400,2002-03
Jarron Collins,1150000,2002-03
Jason Collins,1147440,2002-03
Jamaal Magloire,1121280,2002-03
Curtis Borchardt,1113720,2002-03
Ryan Bowen,1111111,2002-03
Don Reid,1100000,2002-03
Zach Randolph,1095720,2002-03
Speedy Claxton,1076400,2002-03
Ryan Humphrey,1063680,2002-03
Brendan Haywood,1051920,2002-03
Morris Peterson,1033320,2002-03
Popeye Jones,1030000,2002-03
Walt Williams,1030000,2002-03
Mark Bryant,1030000,2002-03
Brian Shaw,1030000,2002-03
Kendall Gill,1030000,2002-03
Rod Strickland,1030000,2002-03
Scott Williams,1030000,2002-03
Chris Dudley,1030000,2002-03
Kevin Willis,1030000,2002-03
Charles Oakley,1030000,2002-03
Michael Jordan,1030000,2002-03
Kareem Rush,1021080,2002-03
Joseph Forte,1009920,2002-03
Tim Hardaway,1000000,2002-03
Mehmet Okur,1000000,2002-03
Kevin Ollie,1000000,2002-03
Calbert Cheaney,1000000,2002-03
Donnell Harvey,992040,2002-03
Qyntel Woods,980280,2002-03
Jeryl Sasser,969480,2002-03
DeShawn Stevenson,952320,2002-03
Casey Jacobsen,941040,2002-03
Brandon Armstrong,930720,2002-03
Tayshaun Prince,903360,2002-03
Efthimios Rentzias,903360,2002-03
Danny Manning,900000,2002-03
Andrei Kirilenko,893400,2002-03
Monty Williams,887435,2002-03
Iakovos Tsakalidis,877680,2002-03
Gerald Wallace,857760,2002-03
Bobby Simmons,849892,2002-03
Mamadou N'diaye,848520,2002-03
Amal McCaskill,843212,2002-03
Frank Williams,832560,2002-03
Dalibor Bagaric,830947,2002-03
Emanual Davis,824935,2002-03
Cherokee Parks,824935,2002-03
Gary Trent,824935,2002-03
Voshon Lenard,824935,2002-03
Mark Madsen,813000,2002-03
Jamaal Tinsley,805320,2002-03
Primoz Brezec,805320,2002-03
Tony Parker,800400,2002-03
J.R. Reid,800000,2002-03
Jim Jackson,791341,2002-03
Chris Jefferies,781800,2002-03
Dan Dickau,776880,2002-03
Walter McCarty,762435,2002-03
Mark Blount,762435,2002-03
Erick Strickland,762435,2002-03
Milt Palacio,750000,2002-03
Robert Traylor,750000,2002-03
Darvin Ham,699935,2002-03
Anthony Johnson,699935,2002-03
Rick Brunson,699935,2002-03
Jacque Vaughn,699935,2002-03
Stephen Jackson,699935,2002-03
Samuel Dalembert,691100,2002-03
Erick Barkley,682500,2002-03
John Salmons,670800,2002-03
Loren Woods,662435,2002-03
Bruno Sundov,637435,2002-03
Adrian Griffin,637435,2002-03
Eddie House,637435,2002-03
Felipe Lopez,637435,2002-03
Mark Pope,637435,2002-03
Brian Skinner,637435,2002-03
Charles Smith,637435,2002-03
Damon Jones,637435,2002-03
Jelani McCoy,637435,2002-03
Raja Bell,612435,2002-03
Sean Marks,612435,2002-03
Ansu Sesay,612435,2002-03
Scott Padgett,612435,2002-03
Ira Newble,587435,2002-03
Ruben Wolkowyski,587435,2002-03
Pepe Sanchez,587435,2002-03
Juaquin Hawkins,587435,2002-03
Lavor Postell,587435,2002-03
Lee Nailon,587435,2002-03
Olumide Oyedeji,587435,2002-03
Dan Langhi,587435,2002-03
Jake Voskuhl,587435,2002-03
Brian Cardinal,587435,2002-03
Raul Lopez,578160,2002-03
Carlos Arroyo,546000,2002-03
Predrag Drobnjak,526413,2002-03
Mengke Bateer,512453,2002-03
Brian Scalabrine,512435,2002-03
Trenton Hassell,512435,2002-03
Chris Andersen,512435,2002-03
Gilbert Arenas,512435,2002-03
Terence Morris,512435,2002-03
Jamison Brewer,512435,2002-03
Tremaine Fowlkes,512435,2002-03
Malik Allen,512435,2002-03
Mike James,512435,2002-03
Kenny Satterfield,512435,2002-03
Alton Ford,512435,2002-03
Ruben Boumtje-Boumtje,512435,2002-03
Greg Foster,401951,2002-03
JR Bremer,349458,2002-03
Tamar Slay,349458,2002-03
Lonny Baxter,349458,2002-03
Roger Mason,349458,2002-03
Carlos Boozer,349458,2002-03
Smush Parker,349458,2002-03
Junior Harrington,349458,2002-03
Predrag Savovic,349458,2002-03
Vincent Yarbrough,349458,2002-03
Tito Maddox,349458,2002-03
Jannero Pargo,349458,2002-03
Chris Owens,349458,2002-03
Mike Batiste,349458,2002-03
Robert Archibald,349458,2002-03
Ken Johnson,349458,2002-03
Rasual Butler,349458,2002-03
Sean Lampley,349458,2002-03
Dan Gadzuric,349458,2002-03
Jamal Sampson,349458,2002-03
Ronald Murray,349458,2002-03
Igor Rakocevic,349458,2002-03
Reggie Evans,349458,2002-03
Pat Burke,349458,2002-03
Sam Clancy,349458,2002-03
Nate Huffman,349458,2002-03
Reggie Slater,321926,2002-03
Art Long,229243,2002-03
Jermaine Jackson,171932,2002-03
Oscar Torres,168729,2002-03
Adam Harrington,140636,2002-03
Anthony Goldwire,139925,2002-03
John Crotty,138171,2002-03
Pete Mickeal,136374,2002-03
Soumaila Samake,124984,2002-03
Ratko Varda,124984,2002-03
Dean Oliver,118735,2002-03
Antonio Harvey,60361,2002-03
Mark Strickland,60361,2002-03
Mike Wilks,55402,2002-03
Rafer Alston,37344,2002-03
Guy Rucker,34946,2002-03
Devin Brown,34946,2002-03
Paul Shirley,29832,2002-03
Kevin Garnett,22400000,2001-02
Shaquille O'Neal,21428572,2001-02
Alonzo Mourning,18754800,2001-02
Juwan Howard,18750000,2001-02
Scottie Pippen,18083564,2001-02
Karl Malone,17500000,2001-02
Jayson Williams,15125000,2001-02
Rasheed Wallace,14400000,2001-02
Dikembe Mutombo,14315790,2001-02
Gary Payton,12926493,2001-02
Allan Houston,12750000,2001-02
Chris Webber,12750000,2001-02
Shawn Kemp,12660000,2001-02
Damon Stoudamire,12375000,2001-02
Reggie Miller,12045075,2001-02
Antonio McDyess,11700000,2001-02
Bryant Reeves,11555554,2001-02
Larry Johnson,11335714,2001-02
Shareef Abdur-Rahim,11250000,2001-02
Antoine Walker,11250000,2001-02
Zydrunas Ilgauskas,11250000,2001-02
